title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
3bdrm Apartment in Ikeja Gra for sale,850.0,Apartment,3.0,3.0,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 330,000,000"
"3bdrm Apartment in Ikeja, Adeniyi Jones for sale",650.0,Apartment,3.0,3.0,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 300,000,000"
5bdrm Duplex in Osapa London for sale,600.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,500,000,000"
3bdrm Block of Flats in Mabushi for sale,350.0,Block of Flats,3.0,3.0,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 180,000,000"
"4bdrm Duplex in Magodo Phas1, GRA Phase 1 for sale",220.0,Duplex,4.0,4.0,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 280,000,000"
4bdrm Duplex in Magodo Gra Phase2 for sale,228.0,Duplex,4.0,4.0,semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 550,000,000"
3bdrm Bungalow in Shimawa for sale,648.0,Bungalow,3.0,3.0,unfurnished,"Sagamu, Shimawa",Shimawa,Sagamu,enterprise,"₦ 7,000,000"
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",500.0,Duplex,4.0,4.0,semi-furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 170,000,000"
3bdrm Block of Flats in Bariga for sale,600.0,Block of Flats,3.0,2.0,semi-furnished,"Shomolu, Bariga / Shomolu",Bariga / Shomolu,Shomolu,enterprise,"₦ 170,000,000"
5bdrm Duplex in Ikota for sale,320.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 350,000,000"
11bdrm Block of Flats in Ikorodu Garage for sale,648.0,Block of Flats,11.0,11.0,semi-furnished,"Ikorodu, Ikorodu Garage",Ikorodu Garage,Ikorodu,enterprise,"₦ 170,000,000"
4bdrm Duplex in GRA Phase 1 for sale,600.0,Duplex,4.0,4.0,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 450,000,000"
Furnished 4bdrm Bungalow in Oluwalogbon Ayobo for sale,350.0,Bungalow,4.0,5.0,furnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,"₦ 60,000,000"
6bdrm Duplex in Mabushi for sale,650.0,Duplex,6.0,8.0,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 1,200,000,000"
5bdrm Duplex in Magodo Phase 2 for sale,258.0,Duplex,5.0,5.0,semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 450,000,000"
5bdrm Duplex in Omole Phase2 for sale,250.0,Duplex,5.0,5.0,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 580,000,000"
Furnished 2bdrm Duplex in Obio-Akpor for sale,465.0,Duplex,2.0,2.0,furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 85,000,000"
Furnished 3bdrm Bungalow in Apex Alagbado Lagos for sale,500.0,Bungalow,3.0,4.0,furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,False,"₦ 20,000,000"
"2bdrm Block of Flats in Abuja Property, Karsana for sale",250.0,Block of Flats,2.0,2.0,semi-furnished,"Gwagwa, Karsana",Karsana,Gwagwa,False,"₦ 49,000,000"
"3bdrm Apartment in Crystal Apartments, Kado for sale",2000.0,Apartment,3.0,4.0,semi-furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),enterprise,"₦ 140,000,000"
6bdrm Duplex in Guzape for sale,1500.0,Duplex,6.0,5.0,semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 1,200,000,000"
"3bdrm Bungalow in Signature Hotel, Festac for sale",486.0,Bungalow,3.0,3.0,semi-furnished,"Amuwo-Odofin, Festac",Festac,Amuwo-Odofin,False,"₦ 60,000,000"
5bdrm Duplex in Lekki Phase1 for sale,300.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 750,000,000"
4bdrm Duplex in Katampe Extension for Sale,2500.0,Duplex,4.0,5.0,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 1,500,000,000"
4bdrm Duplex in Apo Legislative Qtrs for sale,1300.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),enterprise,"₦ 1,800,000,000"
20bdrm Block of Flats in Baruwa Ipaja for sale,500.0,Block of Flats,20.0,20.0,semi-furnished,"Ipaja, Baruwa",Baruwa,Ipaja,False,"₦ 90,000,000"
"5bdrm Duplex in Lenzo Pacific, Pyakasa for sale",300.0,Duplex,5.0,4.0,unfurnished,"Abuja (FCT), Pyakasa",Pyakasa,Abuja (FCT),diamond,"₦ 120,000,000"
"4bdrm Duplex in Millennium, Millenuim/UPS for sale",295.0,Duplex,4.0,4.0,semi-furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,enterprise,"₦ 320,000,000"
3bdrm Block of Flats in Allen for sale,600.0,Block of Flats,3.0,3.0,unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,enterprise,"₦ 380,000,000"
2bdrm Apartment in Chevron for sale,600.0,Apartment,2.0,2.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 180,000,000"
4bdrm Block of Flats in Ilupeju Estate for sale,467.0,Block of Flats,4.0,4.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 500,000,000"
2bdrm Apartment in Lekki Phase 2 for sale,200.0,Apartment,2.0,3.0,semi-furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 100,000,000"
5bdrm Duplex in Ikota for sale,325.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 500,000,000"
2bdrm Block of Flats in Ilupeju for sale,600.0,Block of Flats,2.0,2.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 850,000,000"
3bdrm Block of Flats in Opebi for sale,1294.0,Block of Flats,3.0,3.0,semi-furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 1,000,000,000"
3bdrm Duplex in Ikota for sale,220.0,Duplex,3.0,3.0,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 150,000,000"
2bdrm Apartment in Fadeyi for sale,600.0,Apartment,2.0,2.0,semi-furnished,"Shomolu, Fadeyi",Fadeyi,Shomolu,enterprise,"₦ 90,000,000"
4bdrm Duplex in Parkview for sale,285.0,Duplex,4.0,4.0,semi-furnished,"Ikoyi, Parkview Estate",Parkview Estate,Ikoyi,enterprise,"₦ 1,800,000,000"
"Furnished 4bdrm Duplex in Inside An, Abule Egba for sale",600.0,Duplex,4.0,4.0,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,enterprise,"₦ 180,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,200.0,Apartment,2.0,3.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 280,000,000"
"3bdrm Block of Flats in Off 69 Road, Gwarinpa for sale",1000.0,Block of Flats,3.0,4.0,semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,"₦ 330,000,000"
"5bdrm Duplex in Fairholme Gardens, Karsana for sale",500.0,Duplex,5.0,5.0,semi-furnished,"Gwagwa, Karsana",Karsana,Gwagwa,diamond,"₦ 270,000,000"
6bdrm Duplex in Ikeja Gra for sale,850.0,Duplex,6.0,6.0,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 3,500,000,000"
5bdrm Duplex in Orchid Lekki Lagos for sale,1000.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,enterprise,"₦ 450,000,000"
"2bdrm Block of Flats in Brains And Hammers, Life Camp for sale",1000.0,Block of Flats,2.0,2.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 70,000,000"
2bdrm Apartment in Crown Estate for sale,250.0,Apartment,2.0,2.0,semi-furnished,"Ajah, Crown Estate",Crown Estate,Ajah,enterprise,"₦ 75,000,000"
Furnished 3bdrm Mansion in Ado-Odo/Ota for sale,120.0,Mansion,3.0,3.0,furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,"₦ 260,000,000"
3bdrm Apartment in Jahi Gmor for sale,1000.0,Apartment,3.0,4.0,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 500,000,000"
"Furnished 3bdrm Block of Flats in Duslam Court, Abule Egba for sale",300.0,Block of Flats,3.0,2.0,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,False,"₦ 95,000,000"
3bdrm Bungalow in Asbestos Area Before for sale,350.0,Bungalow,3.0,4.0,semi-furnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,"₦ 13,000,000"
"4bdrm Duplex in Maryland, Mende for sale",220.0,Duplex,4.0,4.0,semi-furnished,"Maryland, Mende",Mende,Maryland,enterprise,"₦ 370,000,000"
4bdrm Duplex in Magodo Gra Phase 1 for sale,240.0,Duplex,4.0,4.0,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 320,000,000"
Furnished 4bdrm Duplex in Amadi-Ama for sale,465.0,Duplex,4.0,4.0,furnished,"Port-Harcourt, Amadi-Ama",Amadi-Ama,Port-Harcourt,enterprise,"₦ 380,000,000"
5bdrm Duplex in Osapa London for sale,455.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,700,000,000"
"3bdrm Block of Flats in Surulere, Ijesha for sale",612.0,Block of Flats,3.0,3.0,semi-furnished,"Surulere, Ijesha",Ijesha,Surulere,enterprise,"₦ 580,000,000"
Semi Detached Duplex,,,4.0,5.0,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 650,000,000"
4bdrm Duplex in Jahi for sale,500.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 125,000,000"
2bdrm Block of Flats in Dawaki By News for sale,1000.0,Block of Flats,2.0,2.0,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,enterprise,"₦ 220,000,000"
2bdrm Maisonette in Lekki Phase 1 for sale,1000.0,Maisonette,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 400,000,000"
"4bdrm Duplex in Ochacho Estate, Life Camp for sale",250.0,Duplex,4.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 190,000,000"
4bdrm Maisonette in Old Ikoyi for sale,590.0,Maisonette,4.0,4.0,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 1,790,000,000"
"8bdrm Block of Flats in Frank Obi, Ayobo for sale",668.0,Block of Flats,8.0,6.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,"₦ 75,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 400,000,000"
"4bdrm Duplex in Olowora, Magodo Isheri for sale",225.0,Duplex,4.0,4.0,semi-furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,enterprise,"₦ 180,000,000"
2bdrm Apartment in Ekiti State for sale,670.0,Apartment,2.0,3.0,semi-furnished,Ekiti State,Ekiti State,,premium,"₦ 50,000,000"
5bdrm Duplex in Ogudu Gra for sale,225.0,Duplex,5.0,5.0,semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 600,000,000"
3bdrm Apartment in Katampe Extension for sale,2000.0,Apartment,3.0,4.0,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 120,000,000"
3bdrm Apartment in Jahi for sale,1500.0,Apartment,3.0,4.0,semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 120,000,000"
"4bdrm Bungalow in Ifesowapo Estate,, Alakia for sale",685.0,Bungalow,4.0,3.0,unfurnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,"₦ 39,500,000"
"4bdrm Duplex in Yaba, Tejuosho for sale",220.0,Duplex,4.0,4.0,semi-furnished,"Yaba, Tejuosho",Tejuosho,Yaba,enterprise,"₦ 220,000,000"
4bdrm Duplex in Ilupeju Estate for sale,258.0,Duplex,4.0,4.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 400,000,000"
4bdrm Bungalow in Eleko for sale,300.0,Bungalow,4.0,4.0,unfurnished,"Ibeju, Eleko",Eleko,Ibeju,premium,"₦ 70,000,000"
"Furnished 8bdrm Block of Flats in Ikola Lagos State, Ipaja / Ipaja",600.0,Block of Flats,8.0,20.0,furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,False,"₦ 170,000,000"
"Furnished 4bdrm Duplex in Military Estate, Ibadan for sale",808.0,Duplex,4.0,5.0,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,False,"₦ 350,000,000"
2bdrm Block of Flats in Ilupeju Estate for sale,630.0,Block of Flats,2.0,2.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 700,000,000"
5bdrm Duplex in Secured Estate for sale,300.0,Duplex,5.0,6.0,semi-furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Egbe/Idimu,enterprise,"₦ 180,000,000"
4bdrm Duplex in Ilupeju Estate for sale,245.0,Duplex,4.0,4.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 450,000,000"
5bdrm Duplex in Isokan Estate Agric for sale,600.0,Duplex,5.0,5.0,semi-furnished,"Ikorodu, Agric",Agric,Ikorodu,enterprise,"₦ 160,000,000"
5bdrm Duplex in Ogudu Gra for sale,250.0,Duplex,5.0,5.0,semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 530,000,000"
2bdrm Apartment in Ogba Gra for sale,650.0,Apartment,2.0,2.0,semi-furnished,"Ogba, Ogba GRA",Ogba GRA,Ogba,enterprise,"₦ 160,000,000"
"Furnished 20bdrm Mansion in Ajoa Estate, Isolo for sale",1858.0,Mansion,20.0,20.0,furnished,"Lagos State, Isolo",Isolo,Lagos State,False,"₦ 1,500,000,000"
"4bdrm Duplex in Orchid Estate, Lekki Phase 1 for sale",600.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 145,000,000"
2bdrm Block of Flats in Ikotun for sale,550.0,Block of Flats,2.0,2.0,semi-furnished,"Ikotun/Igando, Ikotun / Ikotun/Igando",Ikotun / Ikotun/Igando,Ikotun/Igando,enterprise,"₦ 390,000,000"
6bdrm Duplex in Old Ikoyi for sale,312.0,Duplex,6.0,6.0,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 3,000,000,000"
3bdrm Block of Flats in Allen for sale,460.0,Block of Flats,3.0,3.0,semi-furnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,enterprise,"₦ 500,000,000"
"3bdrm Apartment in Gbagada, Pedro for sale",600.0,Apartment,3.0,3.0,semi-furnished,"Gbagada, Pedro",Pedro,Gbagada,enterprise,"₦ 170,000,000"
"3bdrm Bungalow in Blue View Garden, Agbado for sale",500.0,Bungalow,3.0,3.0,unfurnished,"Ifako-Ijaiye, Agbado",Agbado,Ifako-Ijaiye,False,"₦ 60,000,000"
4bdrm Bungalow in Ikorodu for sale,60.0,Bungalow,4.0,4.0,semi-furnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,False,"₦ 48,000,000"
4bdrm Maisonette in Ilupeju Estate for sale,680.0,Maisonette,4.0,4.0,semi-furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,enterprise,"₦ 280,000,000"
"3bdrm Bungalow in Queens Park Estate, Obafemi-Owode for sale",250.0,Bungalow,3.0,3.0,unfurnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,False,"₦ 42,500,000"
4bdrm Duplex in Harris Drive By Vgc for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 200,000,000"
"1bdrm House in Freedom Avenue, Dutse-Alhaji for sale",150.0,House,1.0,1.0,semi-furnished,"Abuja (FCT), Dutse-Alhaji",Dutse-Alhaji,Abuja (FCT),False,"₦ 16,000,000"
6bdrm Penthouse in Pinnock Beach Estate for sale,1000.0,Penthouse,6.0,6.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 2,200,000,000"
"3bdrm Bungalow in Happy Home Estate, Ayetoro for sale",648.0,Bungalow,3.0,3.0,unfurnished,"Ogun State, Ayetoro",Ayetoro,Ogun State,False,"₦ 17,000,000"
5bdrm Duplex in Banana Island Ikoyi for sale,1000.0,Duplex,5.0,5.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,000,000,000"
3bdrm Block of Flats in Ayobo for sale,600.0,Block of Flats,3.0,3.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,enterprise,"₦ 50,000,000"
4bdrm Duplex in Maryland Estate for sale,500.0,Duplex,4.0,4.0,unfurnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,enterprise,"₦ 550,000,000"
4bdrm Duplex in Adeniyi Estate for sale,500.0,Duplex,4.0,4.0,unfurnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,enterprise,"₦ 450,000,000"
4bdrm Duplex in Maryland for sale,500.0,Duplex,4.0,4.0,semi-furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,enterprise,"₦ 380,000,000"
3bdrm Apartment in Ikeja GRA for sale,500.0,Apartment,3.0,3.0,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 600,000,000"
"Furnished 7bdrm Duplex in Gowon Estate,, Egbeda for sale",500.0,Duplex,7.0,7.0,furnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 400,000,000"
"Furnished 5bdrm Duplex in Gowon Estate Egbeda, for sale",400.0,Duplex,5.0,5.0,furnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 260,000,000"
3bdrm Bungalow in Isheri / Egbe Idimu for sale,400.0,Bungalow,3.0,3.0,semi-furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Egbe/Idimu,enterprise,"₦ 85,000,000"
"Furnished 5bdrm Duplex in Amazing Grace Estate, New Oko Oba for sale",400.0,Duplex,5.0,5.0,furnished,"Agege, New Oko Oba",New Oko Oba,Agege,False,"₦ 320,000,000"
"Furnished 6bdrm Duplex in Gowon Estate, Egbeda / Egbeda for sale",500.0,Duplex,6.0,6.0,furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,enterprise,"₦ 550,000,000"
"3bdrm Block of Flats in Unity Estate, Egbeda for sale",660.0,Block of Flats,3.0,3.0,semi-furnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 185,000,000"
"4bdrm Duplex in Gowon Estate Egbeda, for sale",300.0,Duplex,4.0,4.0,unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,enterprise,"₦ 160,000,000"
"3bdrm Block of Flats in Governors Road, Egbeda / Egbeda for sale",650.0,Block of Flats,3.0,3.0,semi-furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,enterprise,"₦ 110,000,000"
"Furnished 4bdrm Duplex in Kay Farm  Estate, for sale",400.0,Duplex,4.0,4.0,furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,enterprise,"₦ 260,000,000"
"Furnished 3bdrm Bungalow in Diamond Estate,, Isheri / Egbe Idimu",400.0,Bungalow,3.0,3.0,furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Egbe/Idimu,enterprise,"₦ 95,000,000"
6bdrm Block of Flats in Baruwa for sale,600.0,Block of Flats,6.0,6.0,unfurnished,"Ipaja, Baruwa",Baruwa,Ipaja,enterprise,"₦ 100,000,000"
"6bdrm Block of Flats in Unity Es, Egbeda / Egbeda for sale",900.0,Block of Flats,6.0,6.0,unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,enterprise,"₦ 250,000,000"
6bdrm Duplex in Ipaja / Ipaja for sale,600.0,Duplex,6.0,6.0,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,enterprise,"₦ 130,000,000"
4bdrm Bungalow in Ado Otta for sale,900.0,Bungalow,4.0,4.0,unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,enterprise,"₦ 17,000,000"
4bdrm Block of Flats in Olorunshola Ayobo for sale,668.0,Block of Flats,4.0,4.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,"₦ 30,000,000"
6bdrm Duplex in Ikeja for sale,600.0,Duplex,6.0,6.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,200,000,000"
5bdrm Duplex in Ikotun / Ikotun/Igando for sale,600.0,Duplex,5.0,5.0,unfurnished,"Ikotun/Igando, Ikotun / Ikotun/Igando",Ikotun / Ikotun/Igando,Ikotun/Igando,enterprise,"₦ 150,000,000"
6bdrm Block of Flats in Ipaja / Ipaja for sale,1200.0,Block of Flats,6.0,6.0,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,enterprise,"₦ 300,000,000"
4bdrm Block of Flats in Ipaja / Ipaja for sale,600.0,Block of Flats,4.0,4.0,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,enterprise,"₦ 130,000,000"
"2bdrm House in Olopometa, Apata for sale",500.0,House,2.0,3.0,unfurnished,"Ibadan, Apata",Apata,Ibadan,False,"₦ 38,000,000"
"9bdrm Duplex in Green Land Estate, Iseri Olofin for sale",1220.0,Duplex,9.0,9.0,semi-furnished,"Alimosho, Iseri Olofin",Iseri Olofin,Alimosho,enterprise,"₦ 220,000,000"
"6bdrm Duplex in Unity Estate, Egbeda for sale",600.0,Duplex,6.0,6.0,semi-furnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 200,000,000"
Furnished 5bdrm Duplex in Estate Beside for sale,330.0,Duplex,5.0,5.0,furnished,"Ipaja, Ayobo",Ayobo,Ipaja,enterprise,"₦ 165,000,000"
Furnished 5bdrm Duplex in An Estate In Ikeja for sale,400.0,Duplex,5.0,5.0,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,100,000,000"
"5bdrm Duplex in Pennisula Garden, Sangotedo for sale",500.0,Duplex,5.0,6.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,False,"₦ 350,000,000"
6bdrm Duplex in Estate In Ikeja Gra for sale,500.0,Duplex,6.0,6.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 2,500,000,000"
4bdrm Duplex in Adeniyi Jones Axis for sale,400.0,Duplex,4.0,4.0,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 430,000,000"
"3bdrm Bungalow in Estate In Mowe Axis, Shimawa for sale",300.0,Bungalow,3.0,3.0,unfurnished,"Sagamu, Shimawa",Shimawa,Sagamu,enterprise,"₦ 65,000,000"
12bdrm Block of Flats in Baruwa for sale,600.0,Block of Flats,12.0,12.0,unfurnished,"Ipaja, Baruwa",Baruwa,Ipaja,enterprise,"₦ 150,000,000"
"8bdrm Block of Flats in Peace Estate, Baruwa for sale",600.0,Block of Flats,8.0,8.0,unfurnished,"Ipaja, Baruwa",Baruwa,Ipaja,enterprise,"₦ 165,000,000"
20bdrm Mansion in Baruwa for sale,900.0,Mansion,20.0,20.0,unfurnished,"Ipaja, Baruwa",Baruwa,Ipaja,enterprise,"₦ 500,000,000"
20bdrm Mansion in Apapa Road for sale,900.0,Mansion,20.0,20.0,unfurnished,"Apapa, Apapa Road",Apapa Road,Apapa,enterprise,"₦ 8,000,000,000"
4bdrm Duplex in Abesan Estate for sale,600.0,Duplex,4.0,4.0,semi-furnished,"Ipaja, Abesan",Abesan,Ipaja,enterprise,"₦ 145,000,000"
"4bdrm Duplex in Gowon Estate, Egbeda for sale",500.0,Duplex,4.0,4.0,semi-furnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 250,000,000"
"4bdrm Block of Flats in Unity Estate, Egbeda for sale",600.0,Block of Flats,4.0,4.0,unfurnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 250,000,000"
"12bdrm Block of Flats in Abiola Farm Estate, Ayobo for sale",600.0,Block of Flats,12.0,12.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,enterprise,"₦ 130,000,000"
"Mini Flat in Harmony Estate, Ogudu GRA for sale",600.0,,4.0,4.0,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 85,000,000"
"4bdrm Duplex in Sparlite Estate, Mangoro for sale",500.0,Duplex,4.0,4.0,semi-furnished,"Ikeja, Mangoro",Mangoro,Ikeja,enterprise,"₦ 80,000,000"
6bdrm Duplex in Banana Island Ikoyi for sale,1000.0,Duplex,6.0,6.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,500,000,000"
Furnished 7bdrm Duplex in Ikeja-Gra for sale,650.0,Duplex,7.0,7.0,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 25,000,000,000"
Furnished 7bdrm Duplex in Gra Ikeja for sale,580.0,Duplex,7.0,7.0,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 2,000,000,000"
8bdrm Duplex in Ikeja Gra for sale,1400.0,Duplex,8.0,8.0,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 4,500,000,000"
"4bdrm Duplex in Royal Castle Estate, Cement for sale",300.0,Duplex,4.0,5.0,unfurnished,"Agege, Cement",Cement,Agege,enterprise,"₦ 300,000,000"
5bdrm Duplex in Warri Delta State for sale,900.0,Duplex,5.0,6.0,unfurnished,"Delta State, Warri",Warri,Delta State,enterprise,"₦ 260,000,000"
