title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
5bdrm House in Ikoyi Lagos for sale,500.0,House,5.0,6.0,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 3,500,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 600,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 200,000,000"
6bdrm Duplex in Life Camp for sale,600.0,Duplex,6.0,7.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 600,000,000"
3bdrm Apartment in Wuse Zone 1 for sale,300.0,Apartment,3.0,4.0,unfurnished,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),enterprise,"₦ 145,000,000"
4bdrm Duplex in Ajah for sale,200.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 150,000,000"
2bdrm Apartment in Ikate for sale,100.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 250,000,000"
Furnished 4bdrm Duplex in Lekki for sale,300.0,Duplex,4.0,4.0,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 220,000,000"
7bdrm Block of Flats in Alakuko for sale,1338.0,Block of Flats,7.0,7.0,unfurnished,"Ifako-Ijaiye, Alakuko",Alakuko,Ifako-Ijaiye,enterprise,"₦ 220,000,000"
Furnished 7bdrm House in Guzape District for sale,1780.0,House,7.0,10.0,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 3,800,000,000"
Furnished 4bdrm Apartment in Ikota for sale,500.0,Apartment,4.0,5.0,furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 285,000,000"
6bdrm Duplex in Idu for sale,800.0,Duplex,6.0,6.0,semi-furnished,"Jiwa, Idu",Idu,Jiwa,enterprise,"₦ 300,000,000"
3bdrm Bungalow in Medium Income Estate for sale,320.0,Bungalow,3.0,3.0,unfurnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,enterprise,"₦ 40,500,000"
"3bdrm Apartment in Private Property, Utako for sale",1000.0,Apartment,3.0,3.0,unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),enterprise,"₦ 750,000,000"
"5bdrm House in Victoria Island, Sanusi Fafunwa for sale",300.0,House,5.0,5.0,unfurnished,"Victoria Island, Sanusi Fafunwa",Sanusi Fafunwa,Victoria Island,enterprise,"₦ 850,000,000"
5bdrm Duplex in Osapa London Lekki for sale,1000.0,Duplex,5.0,6.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,400,000,000"
3bdrm Apartment in Ikeja Gra Lagos for sale,1000.0,Apartment,3.0,4.0,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki for sale,450.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 849,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 240,000,000"
10bdrm Block of Flats in Ogba Lagos for sale,300.0,Block of Flats,10.0,14.0,unfurnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 150,000,000"
5bdrm Duplex in Asokoro for sale,2000.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 1,800,000,000"
"5bdrm Duplex in Naf Valley, Asokoro for sale",500.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 970,000,000"
3bdrm Duplex in Sangotedo By Blenco for sale,300.0,Duplex,3.0,3.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 130,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 600,000,000"
5bdrm Duplex in Lekki for sale,450.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 870,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 330,000,000"
4bdrm Duplex in Ikeja for sale,400.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 450,000,000"
4bdrm Duplex in Victoria Island for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 700,000,000"
4bdrm Duplex in Ajah for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 210,000,000"
"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale",465.0,Bungalow,3.0,3.0,semi-furnished,"Port-Harcourt, Rumueprikom",Rumueprikom,Port-Harcourt,enterprise,"₦ 115,000,000"
"Furnished 9bdrm Duplex in Ada-George, Port for sale",500.0,Duplex,9.0,11.0,furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 300,000,000"
Furnished 5bdrm Duplex in Bunkoro for sale,900.0,Duplex,5.0,6.0,furnished,"Gwarinpa, Bunkoro",Bunkoro,Gwarinpa,enterprise,"₦ 650,000,000"
2bdrm House in GRA Phase 1 for sale,1000.0,House,2.0,1.0,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 350,000,000"
3bdrm Apartment in Ikota for sale,600.0,Apartment,3.0,3.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,vip_gold,"₦ 55,000,000"
3bdrm Block of Flats in Berger for sale,1000.0,Block of Flats,3.0,1.0,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 250,000,000"
2bdrm Apartment in Ikate Lekki Lagos for sale,500.0,Apartment,2.0,3.0,semi-furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 145,000,000"
Furnished 6bdrm House in Banana Island Ikoyi for sale,2245.0,House,6.0,7.0,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 11,500,000,000"
4bdrm Duplex in Chevron for sale,400.0,Duplex,4.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 380,000,000"
4bdrm Duplex in Ikota for sale,600.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,vip_gold,"₦ 160,000,000"
"3bdrm Bungalow in Von Axis, Lugbe District for sale",350.0,Bungalow,3.0,4.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 60,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 550,000,000"
4bdrm Duplex in Ikeja for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 450,000,000"
"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale",600.0,Duplex,5.0,5.0,semi-furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 900,000,000"
5bdrm Duplex in VGC / Ajah for sale,650.0,Duplex,5.0,5.0,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 800,000,000"
"4bdrm Duplex in Secured Area, Oko-Oba for sale",280.0,Duplex,4.0,4.0,semi-furnished,"Agege, Oko-Oba",Oko-Oba,Agege,enterprise,"₦ 299,000,000"
5bdrm Duplex in Zone B for sale,2300.0,Duplex,5.0,6.0,unfurnished,"Apo District, Zone B",Zone B,Apo District,enterprise,"₦ 2,000,000,000"
5bdrm Duplex in Chevron for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
5bdrm House in Chevron for sale,1000.0,House,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 550,000,000"
4bdrm House in Ikota for sale,1000.0,House,4.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 180,000,000"
4bdrm Duplex in Ikota for sale,600.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,vip_gold,"₦ 210,000,000"
5bdrm Duplex in Orchid Lekki for sale,1000.0,Duplex,5.0,6.0,semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,enterprise,"₦ 480,000,000"
2bdrm Penthouse in Lekki for sale,350.0,Penthouse,2.0,2.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 180,000,000"
3bdrm Apartment in Lekki for sale,350.0,Apartment,3.0,3.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 290,000,000"
6bdrm Duplex in Wuse Zone 7 for sale,450.0,Duplex,6.0,7.0,unfurnished,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),enterprise,"₦ 850,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
5bdrm Duplex in Ado / Ajah for sale,350.0,Duplex,5.0,5.0,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 300,000,000"
"5bdrm Duplex in Secured Area, Lekki Phase 1 for sale",350.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,300,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,450.0,Duplex,4.0,4.0,semi-furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 400,000,000"
5bdrm Duplex in Ikate for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,300,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 350,000,000"
4bdrm Maisonette in Ikoyi South West for sale,500.0,Maisonette,4.0,5.0,semi-furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,enterprise,"₦ 450,000,000"
"4bdrm Duplex in Ikeja, Opebi for sale",300.0,Duplex,4.0,5.0,semi-furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 570,000,000"
"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale",650.0,Bungalow,3.0,4.0,unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,enterprise,"₦ 115,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 600,000,000"
5bdrm Duplex in Jabi for sale,500.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),enterprise,"₦ 2,000,000,000"
"3bdrm Bungalow in Rumuakparali, Obio-Akpor for sale",300.0,Bungalow,3.0,3.0,semi-furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 95,000,000"
3bdrm Duplex in Chevron for sale,600.0,Duplex,3.0,3.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,vip_gold,"₦ 210,000,000"
"4bdrm Duplex in Secured Area, Fagba for sale",270.0,Duplex,4.0,4.0,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 280,000,000"
5bdrm Duplex in Enugu for sale,500.0,Duplex,5.0,5.0,semi-furnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 600,000,000"
2bdrm Bungalow in Eleko for sale,150.0,Bungalow,2.0,1.0,unfurnished,"Ibeju, Eleko",Eleko,Ibeju,enterprise,"₦ 4,500,000"
"3bdrm Duplex in Rayfield Estate,, Akobo for sale",400.0,Duplex,3.0,3.0,semi-furnished,"Ibadan, Akobo",Akobo,Ibadan,vip,"₦ 160,000,000"
"Mini Flat in Bricks & More Plaza, Gwarinpa for sale",40.0,,1.0,1.0,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,"₦ 75,000,000"
3bdrm Block of Flats in Garki Abuja Nigeria for sale,2500.0,Block of Flats,3.0,4.0,semi-furnished,"Jigawa State, Garki",Garki,Jigawa State,enterprise,"₦ 4,800,000,000"
12bdrm Block of Flats in Abule Egba for sale,60.0,Block of Flats,12.0,8.0,unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,enterprise,"₦ 110,000,000"
3bdrm Penthouse in Happy Land Sangotedo for sale,252.0,Penthouse,3.0,3.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 120,000,000"
6bdrm Duplex in Lekki for sale,800.0,Duplex,6.0,6.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 2,300,000,000"
4bdrm Apartment in Ikeja GRA for sale,350.0,Apartment,4.0,4.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 500,000,000"
2bdrm Apartment in Ogba for sale,100.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 95,000,000"
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale",500.0,Duplex,4.0,4.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 330,000,000"
"5bdrm Duplex in Lekki Palm City, Ajah for sale",10.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 190,000,000"
"5bdrm Duplex in Secured Estate, Oko-Oba for sale",300.0,Duplex,5.0,5.0,semi-furnished,"Agege, Oko-Oba",Oko-Oba,Agege,enterprise,"₦ 380,000,000"
5bdrm Duplex in Nta Road Behind Ait for sale,466.0,Duplex,5.0,7.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 130,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 230,000,000"
"Furnished 4bdrm Block of Flats in Oke Aro Estate, Giwa for sale",370.0,Block of Flats,4.0,2.0,furnished,"Kaduna State, Giwa",Giwa,Kaduna State,enterprise,"₦ 19,000,000"
4bdrm Duplex in Ikota for sale,600.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,vip_gold,"₦ 350,000,000"
4bdrm Duplex in Citec Mbora for sale,350.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),enterprise,"₦ 250,000,000"
"18bdrm Block of Flats in River Park Estate, Lugbe District for sale",1200.0,Block of Flats,18.0,18.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 450,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
3bdrm Duplex in Ajah for sale,10.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 130,000,000"
"4bdrm Duplex in Secured Area, Aguda / Ogba for sale",280.0,Duplex,4.0,4.0,semi-furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,enterprise,"₦ 285,000,000"
"3bdrm Block of Flats in Secured Area, Lekki Phase 1 for sale",550.0,Block of Flats,3.0,3.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,200,000,000"
2bdrm Apartment in Iwaya for sale,400.0,Apartment,2.0,2.0,unfurnished,"Yaba, Iwaya",Iwaya,Yaba,enterprise,"₦ 100,000,000"
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,500.0,Apartment,2.0,3.0,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 250,000,000"
Furnished 2bdrm Apartment in Abraham Adesanya for sale,500.0,Apartment,2.0,2.0,furnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,enterprise,"₦ 97,500,000"
Furnished 3bdrm Apartment in Lekki Phase 2 for sale,500.0,Apartment,3.0,4.0,furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 130,000,000"
Furnished 5bdrm Duplex in Sangotedo for sale,500.0,Duplex,5.0,6.0,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 150,000,000"
5bdrm House in Osapa london for sale,1000.0,House,5.0,1.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,650,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 320,000,000"
Furnished 4bdrm Maisonette in Ikoyi for sale,450.0,Maisonette,4.0,4.0,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 4,500,000,000"
3bdrm Apartment in Lekki for sale,400.0,Apartment,3.0,3.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 300,000,000"
"5bdrm Duplex in Centenary City, Enugu for sale",500.0,Duplex,5.0,6.0,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 210,000,000"
3bdrm Apartment in Ikeja for sale,150.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 155,000,000"
4bdrm Duplex in Enugu for sale,300.0,Duplex,4.0,5.0,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 140,000,000"
"4bdrm Duplex in Sangotedo, Ajah for sale",10.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 180,000,000"
"3bdrm Bungalow in Tinubu Estate, Iwo Road for sale",350.0,Bungalow,3.0,4.0,semi-furnished,"Ibadan, Iwo Road",Iwo Road,Ibadan,enterprise,"₦ 68,000,000"
4bdrm Duplex in Abraham Adesanya Estate for sale,250.0,Duplex,4.0,4.0,semi-furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 180,000,000"
4bdrm Duplex in Abijo for sale,3420.0,Duplex,4.0,4.0,semi-furnished,"Ibeju, Abijo",Abijo,Ibeju,enterprise,"₦ 221,000,000"
5bdrm Duplex in Parkview Estate for sale,550.0,Duplex,5.0,5.0,semi-furnished,"Ikoyi, Parkview Estate",Parkview Estate,Ikoyi,enterprise,"₦ 5,100,000,000"
4bdrm Duplex in Ologolo for sale,100.0,Duplex,4.0,4.0,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 210,000,000"
5bdrm Duplex in Ogudu GRA for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 550,000,000"
5bdrm Duplex in Gwarinpa for sale,900.0,Duplex,5.0,5.0,semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,"₦ 800,000,000"
2bdrm Apartment in Ologolo Lekki Lagos for sale,650.0,Apartment,2.0,3.0,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 95,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 750,000,000"
"4bdrm Duplex in River Park Estate, Lugbe District for sale",300.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 200,000,000"
4bdrm Bungalow in Eligbolo Off Eliozu for sale,350.0,Bungalow,4.0,4.0,semi-furnished,"Port-Harcourt, Eliozu",Eliozu,Port-Harcourt,enterprise,"₦ 75,000,000"
"3bdrm Bungalow in Celica Estate, Alakia for sale",600.0,Bungalow,3.0,4.0,semi-furnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,"₦ 85,000,000"
5bdrm Duplex in Ikate for sale,600.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 550,000,000"
2bdrm Apartment in Lekki Expressway for sale,400.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,enterprise,"₦ 220,000,000"
"3bdrm Bungalow in Maryland, Mende for sale",486.0,Bungalow,3.0,3.0,unfurnished,"Maryland, Mende",Mende,Maryland,enterprise,"₦ 530,000,000"
4bdrm Duplex in Off Admiralty Way for sale,377.0,Duplex,4.0,5.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 780,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 480,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 190,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 160,000,000"
3bdrm Apartment in Lekki for sale,250.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 500,000,000"
2bdrm Apartment in Victoria Island for sale,150.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 300,000,000"
Furnished 4bdrm Duplex in Abuja (FCT) for sale,350.0,Duplex,4.0,4.0,furnished,Abuja (FCT),Abuja (FCT),,enterprise,"₦ 700,000,000"
5bdrm Duplex in Osapa london for sale,400.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,500,000,000"
"4bdrm Duplex in Engr. Lere Adigun, Ibadan for sale",450.0,Duplex,4.0,4.0,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 370,000,000"
8bdrm Mansion in Maitama Main Abuja for sale,2000.0,Mansion,8.0,9.0,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 7,800,000,000"
6bdrm Duplex in Asokoro Main Abuja for sale,600.0,Duplex,6.0,7.0,semi-furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 1,500,000,000"
7bdrm Mansion in Zone 2 / Wuse for sale,1500.0,Mansion,7.0,7.0,unfurnished,"Wuse, Zone 2 / Wuse",Zone 2 / Wuse,Wuse,enterprise,"₦ 3,000,000,000"
"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale",300.0,Duplex,5.0,5.0,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 650,000,000"
Furnished 4bdrm Duplex in Sangotedo for sale,500.0,Duplex,4.0,5.0,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 220,000,000"
"Furnished 2bdrm Apartment in Mojisola Onikoyi, Lekki Phase 1 for sale",600.0,Apartment,2.0,3.0,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 650,000,000"
2bdrm Apartment in Victoria Island Extension for sale,600.0,Apartment,2.0,2.0,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,vip_gold,"₦ 320,000,000"
4bdrm House in Lafiaji for sale,1000.0,House,4.0,1.0,unfurnished,"Lekki, Lafiaji",Lafiaji,Lekki,enterprise,"₦ 155,000,000"
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale",450.0,Duplex,4.0,4.0,unfurnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,enterprise,"₦ 255,000,000"
5bdrm House in Osapa London Lekki for sale,1000.0,House,5.0,6.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,720,000,000"
"4bdrm Apartment in Victoria Island, Kofo Abayomi for sale",1000.0,Apartment,4.0,5.0,semi-furnished,"Victoria Island, Kofo Abayomi",Kofo Abayomi,Victoria Island,enterprise,"₦ 2,250,000,000"
4bdrm Duplex in Labak Estate for sale,557.0,Duplex,4.0,5.0,unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,enterprise,"₦ 200,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 400,000,000"
"2bdrm Bungalow in Valley View Estate, Iyana Ipaja for sale",200.0,Bungalow,2.0,3.0,unfurnished,"Ipaja, Iyana Ipaja",Iyana Ipaja,Ipaja,enterprise,"₦ 35,000,000"
"4bdrm Duplex in Golf Annex, Enugu for sale",400.0,Duplex,4.0,5.0,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 130,000,000"
5bdrm Duplex in Osapa london for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,750,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 120,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 2,000,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 700,000,000"
"4bdrm Duplex in Royal Garden Estate, Obio-Akpor for sale",300.0,Duplex,4.0,4.0,semi-furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 250,000,000"
4bdrm Duplex in Sangotedo for sale,400.0,Duplex,4.0,4.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 180,000,000"
"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale",300.0,Duplex,5.0,5.0,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 700,000,000"
4bdrm Duplex in Sangotedo for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 360,000,000"
5bdrm House in Chevron Drive Lekki for sale,600.0,House,5.0,6.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 800,000,000"
5bdrm Duplex in Megamond Estate for sale,500.0,Duplex,5.0,6.0,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 650,000,000"
5bdrm Duplex in Chevron for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 1,500,000,000"
