title,property_size(sqm),house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
Furnished 3bdrm Block of Flats in Alagbado for sale,300,Block of Flats,3,3,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos Mainland,Vip_Gold,60000000.0
Furnished 2bdrm Apartment in Mabushi for sale,1800,Apartment,2,2,Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Vip_Gold,260000000.0
1bdrm Bungalow in Ido for sale,50,Bungalow,1,1,Semi-Furnished,"Oyo State, Ido",Ido,Oyo State,False,4500000.0
Furnished 3bdrm Bungalow in Banana Estate Iju for sale,300,Bungalow,3,3,Furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,Vip_Gold,30000000.0
"Furnished 5bdrm Duplex in Efab Estate, Gwarinpa for sale",800,Duplex,5,5,Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Vip_Gold,380000000.0
"1bdrm Bungalow in Orija Estate, Agbado for sale",600,Bungalow,1,3,Unfurnished,"Ifako-Ijaiye, Agbado",Agbado,Lagos Mainland,Vip_Gold,10000000.0
"3bdrm Block of Flats in Pearl Apartment, Durumi for sale",1200,Block of Flats,3,3,Semi-Furnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Vip_Gold,145000000.0
4bdrm Duplex in Jabi for sale,2000,Duplex,4,4,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),Vip_Gold,200000000.0
"5bdrm Duplex in Cowrie Creeb, Ikate for sale",5000,Duplex,5,6,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Diamond,900000000.0
"4bdrm Bungalow in Okpanam By-Pass, Oshimili South for sale",465,Bungalow,4,5,Unfurnished,"Delta State, Oshimili South",Oshimili South,Delta State,Premium,100000000.0
"4bdrm Duplex in Luxevilla Estate, Osapa london for sale",450,Duplex,4,4,Semi-Furnished,"Lekki, Osapa london",Osapa london,Lagos Island,Vip_Gold,150000000.0
Furnished 4bdrm Duplex in Omole Phase 2 for sale,280,Duplex,4,4,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos Mainland,Diamond,270000000.0
4bdrm Duplex in Ikota Gra for sale,70,Duplex,4,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip,110000000.0
Furnished 4bdrm Duplex in Adeniyi Jones Estate for sale,350,Duplex,4,4,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos Mainland,Basic,600000000.0
2bdrm Apartment in Ikota for sale,600,Apartment,2,2,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,160000000.0
4bdrm Duplex in Victoria Island Extension for sale,1000,Duplex,4,1,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos Island,Enterprise,850000000.0
3bdrm Bungalow in Eleko for sale,300,Bungalow,3,4,Unfurnished,"Ibeju, Eleko",Eleko,Lagos Island,Enterprise,28500000.0
Furnished 4bdrm Apartment in Lekki Phase 1 for sale,500,Apartment,4,5,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,350000000.0
5bdrm Duplex in Off Lekki-Epe Expressway for sale,600,Duplex,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Vip_Gold,280000000.0
Furnished 4bdrm Duplex in Sangotedo for sale,500,Duplex,4,5,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,150000000.0
Furnished 4bdrm Block of Flats in Theranex Estate for sale,300,Block of Flats,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,95000000.0
"4bdrm Duplex in Estate, Obafemi-Owode for sale",500,Duplex,4,4,Semi-Furnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,Enterprise,185000000.0
"5bdrm Duplex in Secured Estate, Magodo Isheri for sale",220,Duplex,5,5,Semi-Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos Mainland,Enterprise,430000000.0
"5bdrm Duplex in Secured Area, Ifako-Ogba for sale",300,Duplex,5,5,Semi-Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos Mainland,Enterprise,380000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,600,Apartment,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,260000000.0
3bdrm House in Lekki Phase 1 for sale,1000,Bungalow,3,1,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,300000000.0
Furnished 2bdrm Duplex in Mende for sale,1000,Duplex,2,1,Furnished,"Maryland, Mende",Mende,Lagos Mainland,Enterprise,140000000.0
"4bdrm Duplex in Works & Housing, Gwarinpa for sale",900,Duplex,4,4,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Enterprise,260000000.0
5bdrm Duplex in Off Lekki-Epe Expressway for sale,600,Duplex,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Vip_Gold,270000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,300000000.0
4bdrm Duplex in Lekki for sale,400,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,250000000.0
"4bdrm Duplex in Magamond Estate, Ikota for sale",420,Duplex,4,5,Semi-Furnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,480000000.0
Furnished 5bdrm Bungalow in Jakande Estate for sale,500,Bungalow,5,6,Furnished,"Lekki, Jakande",Jakande,Lagos Island,Enterprise,170000000.0
6bdrm Duplex in Durumi By American for sale,550,Duplex,6,7,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Enterprise,600000000.0
"Furnished 4bdrm Apartment in Mercy Land Estate, Ibeju for sale",400,Apartment,4,4,Furnished,"Lagos State, Ibeju",Ibeju,Lagos Island,Enterprise,170000000.0
"3bdrm Duplex in Secured Estate, Fagba for sale",180,Duplex,3,3,Semi-Furnished,"Agege, Fagba",Fagba,Lagos Mainland,Enterprise,175000000.0
4bdrm Duplex in Ado / Ajah for sale,300,Duplex,4,4,Semi-Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos Island,Enterprise,170000000.0
4bdrm Duplex in Ologolo for sale,10,Duplex,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos Island,Enterprise,350000000.0
"5bdrm Duplex in Secured Estate, Omole Phase 1 for sale",300,Duplex,5,5,Semi-Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos Mainland,Enterprise,650000000.0
5bdrm Duplex in Ado / Ajah for sale,300,Duplex,5,5,Semi-Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos Island,Enterprise,280000000.0
2bdrm Apartment in Lekki Expressway for sale,300,Apartment,2,3,Semi-Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Katampe Extension for sale,600,Duplex,4,5,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Enterprise,800000000.0
"6bdrm Duplex in Lugbe Seaman Estate, FHA for sale",1000,Duplex,6,7,Unfurnished,"Lugbe District, FHA",FHA,Abuja (FCT),Enterprise,190000000.0
3bdrm Apartment in Ogba for sale,1000,Apartment,3,4,Unfurnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos Mainland,Enterprise,190000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,550000000.0
4bdrm Duplex in Lekki for sale,300,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,220000000.0
"Furnished 2bdrm Block of Flats in Ikate Lekki ,Off for sale",200,Block of Flats,2,3,Furnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,250000000.0
5bdrm Duplex in Ikota for sale,450,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,650000000.0
4bdrm Duplex in Enugu for sale,600,Duplex,4,4,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,200000000.0
3bdrm Apartment in Victoria Island for sale,180,Apartment,3,3,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos Island,Enterprise,750000000.0
3bdrm Bungalow in Enugu for sale,400,Bungalow,3,4,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,100000000.0
4bdrm Duplex in Lekki Palm City for sale,10,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,170000000.0
"5bdrm Duplex in Okebadan Estate, Akobo for sale",450,Duplex,5,6,Semi-Furnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,185000000.0
5bdrm Duplex in Off Lekki-Epe Expressway for sale,600,Duplex,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Vip_Gold,200000000.0
3bdrm Duplex in Ikota for sale,600,Duplex,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,155000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,600000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,200000000.0
6bdrm Duplex in Life Camp for sale,600,Duplex,6,7,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,600000000.0
3bdrm Apartment in Wuse Zone 1 for sale,300,Apartment,3,4,Unfurnished,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),Enterprise,145000000.0
4bdrm Duplex in Ajah for sale,200,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,150000000.0
2bdrm Apartment in Ikate for sale,100,Apartment,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,250000000.0
Furnished 4bdrm Duplex in Lekki for sale,300,Duplex,4,4,Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,220000000.0
7bdrm Block of Flats in Alakuko for sale,1338,Block of Flats,7,7,Unfurnished,"Ifako-Ijaiye, Alakuko",Alakuko,Lagos Mainland,Enterprise,220000000.0
Furnished 4bdrm Apartment in Ikota for sale,500,Apartment,4,5,Furnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,285000000.0
6bdrm Duplex in Idu for sale,800,Duplex,6,6,Semi-Furnished,"Jiwa, Idu",Idu,Abuja (FCT),Enterprise,300000000.0
3bdrm Bungalow in Medium Income Estate for sale,320,Bungalow,3,3,Unfurnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,Enterprise,40500000.0
"3bdrm Apartment in Private Property, Utako for sale",1000,Apartment,3,3,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),Enterprise,750000000.0
"5bdrm House in Victoria Island, Sanusi Fafunwa for sale",300,Bungalow,5,5,Unfurnished,"Victoria Island, Sanusi Fafunwa",Sanusi Fafunwa,Lagos Island,Enterprise,850000000.0
3bdrm Apartment in Ikeja Gra Lagos for sale,1000,Apartment,3,4,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos Mainland,Enterprise,450000000.0
5bdrm Duplex in Lekki for sale,450,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,849000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,240000000.0
10bdrm Block of Flats in Ogba Lagos for sale,300,Block of Flats,10,14,Unfurnished,"Lagos State, Ogba",Ogba,Lagos Mainland,Enterprise,150000000.0
"5bdrm Duplex in Naf Valley, Asokoro for sale",500,Duplex,5,6,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Enterprise,970000000.0
3bdrm Duplex in Sangotedo By Blenco for sale,300,Duplex,3,3,Semi-Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,130000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,600000000.0
5bdrm Duplex in Lekki for sale,450,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,870000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,330000000.0
4bdrm Duplex in Ikeja for sale,400,Duplex,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos Mainland,Enterprise,450000000.0
4bdrm Duplex in Victoria Island for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos Island,Enterprise,700000000.0
4bdrm Duplex in Ajah for sale,250,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,210000000.0
"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale",465,Bungalow,3,3,Semi-Furnished,"Port-Harcourt, Rumueprikom",Rumueprikom,Rivers State,Enterprise,115000000.0
"Furnished 9bdrm Duplex in Ada-George, Port for sale",500,Duplex,9,11,Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,300000000.0
Furnished 5bdrm Duplex in Bunkoro for sale,900,Duplex,5,6,Furnished,"Gwarinpa, Bunkoro",Bunkoro,Abuja (FCT),Enterprise,650000000.0
2bdrm House in GRA Phase 1 for sale,1000,Bungalow,2,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos Mainland,Enterprise,350000000.0
3bdrm Apartment in Ikota for sale,600,Apartment,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,55000000.0
3bdrm Block of Flats in Berger for sale,1000,Block of Flats,3,1,Unfurnished,"Ojodu, Berger",Berger,Lagos Mainland,Enterprise,250000000.0
2bdrm Apartment in Ikate Lekki Lagos for sale,500,Apartment,2,3,Semi-Furnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,145000000.0
4bdrm Duplex in Chevron for sale,400,Duplex,4,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,380000000.0
4bdrm Duplex in Ikota for sale,600,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,160000000.0
"3bdrm Bungalow in Von Axis, Lugbe District for sale",350,Bungalow,3,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,60000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,550000000.0
4bdrm Duplex in Ikeja for sale,250,Duplex,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos Mainland,Enterprise,450000000.0
"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale",600,Duplex,5,5,Semi-Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,900000000.0
5bdrm Duplex in VGC / Ajah for sale,650,Duplex,5,5,Semi-Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos Island,Enterprise,800000000.0
"4bdrm Duplex in Secured Area, Oko-Oba for sale",280,Duplex,4,4,Semi-Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos Mainland,Enterprise,299000000.0
5bdrm Duplex in Chevron for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,450000000.0
5bdrm House in Chevron for sale,1000,Bungalow,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,550000000.0
4bdrm House in Ikota for sale,1000,Bungalow,4,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,180000000.0
4bdrm Duplex in Ikota for sale,600,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,210000000.0
5bdrm Duplex in Orchid Lekki for sale,1000,Duplex,5,6,Semi-Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos Island,Enterprise,480000000.0
2bdrm Penthouse in Lekki for sale,350,Penthouse,2,2,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,180000000.0
3bdrm Apartment in Lekki for sale,350,Apartment,3,3,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,290000000.0
6bdrm Duplex in Wuse Zone 7 for sale,450,Duplex,6,7,Unfurnished,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),Enterprise,850000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,220000000.0
5bdrm Duplex in Ado / Ajah for sale,350,Duplex,5,5,Semi-Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos Island,Enterprise,300000000.0
4bdrm Duplex in Lekki Phase 2 for sale,450,Duplex,4,4,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,400000000.0
5bdrm Duplex in Osapa london for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,350000000.0
4bdrm Maisonette in Ikoyi South West for sale,500,Maisonette,4,5,Semi-Furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Lagos Island,Enterprise,450000000.0
"4bdrm Duplex in Ikeja, Opebi for sale",300,Duplex,4,5,Semi-Furnished,"Ikeja, Opebi",Opebi,Lagos Mainland,Enterprise,570000000.0
"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale",650,Bungalow,3,4,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Abuja (FCT),Enterprise,115000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,600000000.0
"3bdrm Bungalow in Rumuakparali, Obio-Akpor for sale",300,Bungalow,3,3,Semi-Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,95000000.0
3bdrm Duplex in Chevron for sale,600,Duplex,3,3,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Vip_Gold,210000000.0
"4bdrm Duplex in Secured Area, Fagba for sale",270,Duplex,4,4,Semi-Furnished,"Agege, Fagba",Fagba,Lagos Mainland,Enterprise,280000000.0
5bdrm Duplex in Enugu for sale,500,Duplex,5,5,Semi-Furnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,600000000.0
2bdrm Bungalow in Eleko for sale,150,Bungalow,2,1,Unfurnished,"Ibeju, Eleko",Eleko,Lagos Island,Enterprise,4500000.0
"3bdrm Duplex in Rayfield Estate,, Akobo for sale",400,Duplex,3,3,Semi-Furnished,"Ibadan, Akobo",Akobo,Oyo State,Vip,160000000.0
12bdrm Block of Flats in Abule Egba for sale,60,Block of Flats,12,8,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos Mainland,Enterprise,110000000.0
3bdrm Penthouse in Happy Land Sangotedo for sale,252,Penthouse,3,3,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,120000000.0
4bdrm Apartment in Ikeja GRA for sale,350,Apartment,4,4,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos Mainland,Enterprise,500000000.0
2bdrm Apartment in Ogba for sale,100,Apartment,2,2,Unfurnished,"Lagos State, Ogba",Ogba,Lagos Mainland,Enterprise,95000000.0
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale",500,Duplex,4,4,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,330000000.0
"5bdrm Duplex in Lekki Palm City, Ajah for sale",10,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,190000000.0
"5bdrm Duplex in Secured Estate, Oko-Oba for sale",300,Duplex,5,5,Semi-Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos Mainland,Enterprise,380000000.0
5bdrm Duplex in Nta Road Behind Ait for sale,466,Duplex,5,7,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,130000000.0
4bdrm Duplex in Chevron for sale,350,Duplex,4,4,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,230000000.0
"Furnished 4bdrm Block of Flats in Oke Aro Estate, Giwa for sale",370,Block of Flats,4,2,Furnished,"Kaduna State, Giwa",Giwa,Kaduna State,Enterprise,19000000.0
4bdrm Duplex in Ikota for sale,600,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Vip_Gold,350000000.0
4bdrm Duplex in Citec Mbora for sale,350,Duplex,4,5,Unfurnished,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),Enterprise,250000000.0
"18bdrm Block of Flats in River Park Estate, Lugbe District for sale",1200,Block of Flats,18,18,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,450000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,220000000.0
3bdrm Duplex in Ajah for sale,10,Duplex,3,3,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,130000000.0
"4bdrm Duplex in Secured Area, Aguda / Ogba for sale",280,Duplex,4,4,Semi-Furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Lagos Mainland,Enterprise,285000000.0
2bdrm Apartment in Iwaya for sale,400,Apartment,2,2,Unfurnished,"Yaba, Iwaya",Iwaya,Lagos Mainland,Enterprise,100000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,500,Apartment,2,3,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,250000000.0
Furnished 2bdrm Apartment in Abraham Adesanya for sale,500,Apartment,2,2,Furnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Lagos Mainland,Enterprise,97500000.0
Furnished 3bdrm Apartment in Lekki Phase 2 for sale,500,Apartment,3,4,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,130000000.0
Furnished 5bdrm Duplex in Sangotedo for sale,500,Duplex,5,6,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,150000000.0
4bdrm Duplex in Chevron for sale,350,Duplex,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,320000000.0
3bdrm Apartment in Lekki for sale,400,Apartment,3,3,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,300000000.0
"5bdrm Duplex in Centenary City, Enugu for sale",500,Duplex,5,6,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,210000000.0
3bdrm Apartment in Ikeja for sale,150,Apartment,3,3,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos Mainland,Enterprise,155000000.0
4bdrm Duplex in Enugu for sale,300,Duplex,4,5,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,140000000.0
"4bdrm Duplex in Sangotedo, Ajah for sale",10,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,180000000.0
"3bdrm Bungalow in Tinubu Estate, Iwo Road for sale",350,Bungalow,3,4,Semi-Furnished,"Ibadan, Iwo Road",Iwo Road,Oyo State,Enterprise,68000000.0
4bdrm Duplex in Abraham Adesanya Estate for sale,250,Duplex,4,4,Semi-Furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos Island,Enterprise,180000000.0
4bdrm Duplex in Abijo for sale,3420,Duplex,4,4,Semi-Furnished,"Ibeju, Abijo",Abijo,Lagos Island,Enterprise,221000000.0
4bdrm Duplex in Ologolo for sale,100,Duplex,4,4,Semi-Furnished,"Lekki, Ologolo",Ologolo,Lagos Island,Enterprise,210000000.0
5bdrm Duplex in Ogudu GRA for sale,1000,Duplex,5,1,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos Mainland,Enterprise,550000000.0
5bdrm Duplex in Gwarinpa for sale,900,Duplex,5,5,Semi-Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Enterprise,800000000.0
2bdrm Apartment in Ologolo Lekki Lagos for sale,650,Apartment,2,3,Semi-Furnished,"Lekki, Ologolo",Ologolo,Lagos Island,Enterprise,95000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,750000000.0
"4bdrm Duplex in River Park Estate, Lugbe District for sale",300,Duplex,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,200000000.0
4bdrm Bungalow in Eligbolo Off Eliozu for sale,350,Bungalow,4,4,Semi-Furnished,"Port-Harcourt, Eliozu",Eliozu,Rivers State,Enterprise,75000000.0
"3bdrm Bungalow in Celica Estate, Alakia for sale",600,Bungalow,3,4,Semi-Furnished,"Ibadan, Alakia",Alakia,Oyo State,Enterprise,85000000.0
5bdrm Duplex in Ikate for sale,600,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Vip_Gold,550000000.0
2bdrm Apartment in Lekki Expressway for sale,400,Apartment,2,2,Unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos Island,Enterprise,220000000.0
"3bdrm Bungalow in Maryland, Mende for sale",486,Bungalow,3,3,Unfurnished,"Maryland, Mende",Mende,Lagos Mainland,Enterprise,530000000.0
4bdrm Duplex in Off Admiralty Way for sale,377,Duplex,4,5,Semi-Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,780000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,480000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,190000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,160000000.0
3bdrm Apartment in Lekki for sale,250,Apartment,3,3,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,500000000.0
2bdrm Apartment in Victoria Island for sale,150,Apartment,2,2,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos Island,Enterprise,300000000.0
"4bdrm Duplex in Engr. Lere Adigun, Ibadan for sale",450,Duplex,4,4,Semi-Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Enterprise,370000000.0
"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale",300,Duplex,5,5,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos Mainland,Enterprise,650000000.0
Furnished 4bdrm Duplex in Sangotedo for sale,500,Duplex,4,5,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,220000000.0
"Furnished 2bdrm Apartment in Mojisola Onikoyi, Lekki Phase 1 for sale",600,Apartment,2,3,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,650000000.0
